"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cebpd",4.29438703772268e-21,1.23808745204944,0.924,0.632,4.76805792798349e-17,"2","Cebpd"
"Lmna",1.10846334669899e-20,0.949695622342383,0.818,0.468,1.23072685383989e-16,"2","Lmna"
"Gadd45g",2.0650837381492e-19,1.63416028551088,0.841,0.522,2.29286247446706e-15,"2","Gadd45g"
"Ccnl11",2.61467223178323e-19,0.932898129127183,0.879,0.554,2.90307057894892e-15,"2","Ccnl1"
"Actg11",2.45701342328882e-18,0.941800393437891,1,0.995,2.72802200387757e-14,"2","Actg1"
"Tubb6",2.96893813236177e-18,0.638281319306799,0.402,0.088,3.29641200836127e-14,"2","Tubb6"
"Dstn",4.66284916484838e-18,0.968408829634467,0.939,0.876,5.17716142773116e-14,"2","Dstn"
"Ccdc85b",4.26784387744358e-17,1.14472369367239,0.811,0.502,4.73858705712561e-13,"2","Ccdc85b"
"Tsc22d1",8.64140614049838e-17,1.3564369497841,0.924,0.8,9.59455323779535e-13,"2","Tsc22d1"
"Gadd45a",3.17867596342448e-15,1.11330166855275,0.659,0.359,3.5292839221902e-11,"2","Gadd45a"
"Socs31",2.9004071304436e-14,0.70591846425164,0.705,0.312,3.22032203693152e-10,"2","Socs3"
"Irf11",2.92085243745025e-14,0.662287707705631,0.674,0.317,3.24302246130102e-10,"2","Irf1"
"Atf31",5.30859304750971e-14,1.51091647118711,0.765,0.534,5.89413086065003e-10,"2","Atf3"
"Gadd45b",1.01460517715125e-13,0.810797823309087,0.689,0.378,1.12651612819104e-09,"2","Gadd45b"
"Egr3",4.04066370920788e-13,0.495210577456082,0.341,0.083,4.48634891633351e-09,"2","Egr3"
"Fosl2",4.99308535986338e-13,0.682171116216734,0.621,0.285,5.54382267505631e-09,"2","Fosl2"
"Errfi1",1.91909697163832e-12,1.01269297083772,0.682,0.38,2.13077336761003e-08,"2","Errfi1"
"Egr21",2.87925024134778e-12,0.88965880723259,0.583,0.273,3.19683154296844e-08,"2","Egr2"
"Irs2",4.22051847093708e-11,0.583970664420138,0.636,0.329,4.68604165828144e-07,"2","Irs2"
"Jmjd1c",6.98554842993126e-11,0.532179522256839,0.826,0.52,7.75605442175268e-07,"2","Jmjd1c"
"Ripk1",1.15744984207862e-10,0.412693558810545,0.341,0.105,1.2851165596599e-06,"2","Ripk1"
"Map3k81",1.18567486879865e-10,0.449530326990916,0.553,0.251,1.31645480682714e-06,"2","Map3k8"
"Nop58",3.61180051103361e-10,0.667904605345122,0.53,0.28,4.01018210740062e-06,"2","Nop58"
"Tgif1",6.12924522652261e-10,0.489106674329713,0.356,0.124,6.80530097500805e-06,"2","Tgif1"
"Actb",6.27014617543919e-10,0.824210706278194,0.985,0.985,6.96174329859014e-06,"2","Actb"
"Bhlhe401",1.69663438053e-09,0.582745474265773,0.727,0.446,1.88377315270246e-05,"2","Bhlhe40"
"Ifrd1",2.9869970243479e-09,0.718917570950463,0.659,0.466,3.31646279613348e-05,"2","Ifrd1"
"Rheb",3.47681987744633e-09,0.697989723739408,0.947,0.851,3.86031310992866e-05,"2","Rheb"
