"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Lrpap1",5.87299025715013e-07,0.324209436901528,0.694,0.574,0.00652078108251379,"1","Lrpap1"
"Npas4",6.27802977860656e-07,0.432133966015746,0.326,0.183,0.00697049646318687,"1","Npas4"
"Vapa",6.52655725693546e-07,0.259584093458467,0.636,0.44,0.00724643652237544,"1","Vapa"
"Homer2",7.36615890084906e-07,0.314795406493656,0.545,0.375,0.00817864622761271,"1","Homer2"
"Tmbim6",8.7234925437912e-07,0.280424868598449,0.835,0.728,0.00968569377137137,"1","Tmbim6"
"Uchl1",1.20942838256836e-06,0.262713270362229,0.661,0.479,0.0134282833316565,"1","Uchl1"
"Ndufc2",1.24288689923288e-06,0.267095939905588,0.905,0.895,0.0137997732421827,"1","Ndufc2"
"Fosb",1.52280743224409e-06,0.283351302124223,0.868,0.861,0.0169077309202061,"1","Fosb"
"Selenof",1.54025322393253e-06,0.274963514786106,0.921,0.907,0.0171014315453229,"1","Selenof"
"Rtn4",3.05394790911352e-06,0.324636487353363,0.748,0.59,0.0339079836348875,"1","Rtn4"
"Ckb",3.35256438064791e-06,0.344063821184553,0.814,0.765,0.0372235223183337,"1","Ckb"
"Irf2bpl",3.35580931954814e-06,0.314696844919517,0.529,0.382,0.037259550874943,"1","Irf2bpl"
"Mt1",1.87891055051087e-40,0.924742570345978,1,0.987,2.08615438423222e-36,"2","Mt1"
"Cidea",9.21071914903607e-34,1.06402335518903,0.89,0.488,1.02266614711747e-29,"2","Cidea"
"Obsl1",6.8083010326307e-24,0.7644985925711,0.751,0.437,7.55925663652986e-20,"2","Obsl1"
"Eprs",7.91416514550471e-23,0.696128419948868,0.772,0.43,8.78709756105388e-19,"2","Eprs"
"Creb3l2",2.70019488389216e-22,0.539391547365605,0.819,0.491,2.99802637958547e-18,"2","Creb3l2"
"C2cd4b",1.75941629298694e-21,1.09745255134023,0.612,0.3,1.9534799101034e-17,"2","C2cd4b"
"Bmyc",1.12717105597784e-20,0.66068814806672,0.895,0.727,1.2514980234522e-16,"2","Bmyc"
"Cbarp",1.34567755107953e-20,0.542461550719385,0.928,0.632,1.49410578496361e-16,"2","Cbarp"
"Crem1",3.79274619853437e-19,0.571322963738564,0.734,0.417,4.21108610423271e-15,"2","Crem"
"Peg3",1.46003111217206e-18,0.46404218424441,0.996,0.937,1.62107254384464e-14,"2","Peg3"
"Pcsk1",1.75883292485248e-16,0.437984027655869,0.511,0.227,1.95283219646371e-12,"2","Pcsk1"
"Ptprn",8.36475900085407e-16,0.41303995011668,0.785,0.471,9.28739191864827e-12,"2","Ptprn"
"Pgp",1.02712279805379e-15,0.431949297210379,0.65,0.363,1.14041444267912e-11,"2","Pgp"
"Fndc3a",1.23206392341085e-15,0.417176969788711,0.696,0.411,1.36796057416307e-11,"2","Fndc3a"
"Mtch1",1.34183339815793e-14,0.447776301747222,0.835,0.604,1.48983762197475e-10,"2","Mtch1"
